"processing_time"
84
132
63
38
93
52
8
36
37
78
45
22
47
319
21
347
145
92
52
236
270
195
17
211
52
82
18
112
38
94
11
103
29
37
57
239
303
54
376
36
294
57
545
48
153
12
120
8
68
4
122
17
511
73
359
45
166
73
225
211
30
76
282
119
69
514
225
7
53
46
166
487
138
244
41
83
49
148
41
75
84
9
22
35
88
139
14
89
583
349
33
211
7
438
215
34
24
21
132
57
66
235
67
204
108
261
132
73
62
54
23
173
32
135
95
46
122
88
138
93
37
97
26
13
10
43
39
155
641
28
149
65
424
34
152
301
92
85
181
75
13
26
66
84
174
88
117
30
38
85
90
222
57
47
125
58
391
160
69
37
49
42
12
54
56
50
38
194
115
58
105
114
11
59
149
309
104
49
128
36
216
318
247
46
44
42
64
98
185
418
488
34
71
223
93
8
7
161
53
92
295
61
21
22
39
103
354
339
131
426
72
37
58
8
64
101
31
248
26
16
8
34
92
113
27
18
17
71
43
37
71
18
190
889
274
20
140
153
1075
44
203
741
342
790
441
780
64
137
50
55
65
63
38
3
3
202
651
39
95
51
204
84
47
26
272
35
74
857
6
84
178
28
108
161
165
21
96
33
17
104
61
94
887
830
27
19
50
44
22
131
86
95
82
241
9
40
95
81
19
101
63
63
82
58
208
42
62
23
90
67
79
19
280
37
101
143
4
186
314
421
64
28
79
35
43
43
59
187
10
51
37
125
161
86
54
313
2
186
139
9
15
92
17
239
55
12
38
106
72
7
38
90
74
83
38
67
51
29
74
347
112
152
36
221
533
493
10
29
122
88
157
81
311
162
32
69
107
19
105
260
8
33
130
129
259
580
94
85
343
188
37
27
44
66
222
103
27
164
244
132
67
30
34
130
26
59
836
48
25
333
150
85
58
25
78
88
23
25
162
139
58
114
45
103
6
13
192
90
66
135
63
24
122
7
36
94
66
25
90
41
23
12
72
139
125
64
179
250
87
81
20
83
102
61
42
72
58
118
73
54
61
84
164
14
94
6
228
60
90
10
47
89
706
55
155
367
209
8
68
110
87
15
3
88
27
17
45
75
75
110
134
115
115
65
46
134
133
107
127
189
22
122
1012
78
83
114
129
35
32
65
208
42
483
22
36
298
106
281
29
91
131
218
22
111
16
109
145
49
94
9
102
160
581
9
60
48
180
46
81
11
37
306
36
142
4
134
43
428
101
184
641
156
390
133
282
43
15
161
28
39
72
110
47
14
112
130
5
233
152
25
21
90
150
61
30
61
27
101
41
40
111
53
178
66
14
43
4
43
97
102
91
65
236
143
32
40
87
136
98
39
14
53
60
24
25
42
336
23
90
124
524
136
168
121
108
14
93
86
37
104
67
71
76
146
7
38
61
138
247
91
33
28
118
101
51
98
43
102
126
196
48
43
37
284
278
13
115
64
32
33
123
235
146
281
125
312
40
16
138
121
219
50
122
339
257
102
53
148
201
23
325
92
261
32
17
147
51
284
247
243
271
145
121
7
109
41
105
105
45
18
80
43
55
257
879
65
39
43
77
18
40
86
57
37
170
16
46
30
131
36
58
39
132
30
178
93
30
110
69
108
357
14
174
73
119
21
294
48
64
53
142
78
61
90
93
12
18
38
65
52
139
10
32
6
49
59
74
27
17
52
67
219
59
106
234
72
143
123
52
264
11
59
47
94
42
230
74
30
118
54
90
109
34
74
26
91
41
114
130
22
128
387
67
232
193
209
43
120
143
19
12
42
244
87
142
63
120
241
34
16
97
26
44
76
73
166
209
245
58
40
487
531
203
50
44
72
79
138
346
40
18
82
19
57
29
193
51
250
88
53
36
36
9
46
30
53
193
74
43
247
254
24
285
234
83
63
779
13
222
121
70
170
402
17
38
431
113
43
115
37
85
27
81
23
27
23
28
93
94
51
46
185
11
51
6
28
9
178
6
27
211
40
119
101
390
83
34
173
395
1421
60
477
198
19
77
43
60
23
52
67
304
3526
23
131
115
66
55
110
119
124
91
116
203
451
50
35
107
108
42
122
46
119
146
39
347
183
33
15
16
41
331
39
29
66
121
30
87
23
67
311
136
161
96
118
21
217
143
90
131
6
38
57
72
66
31
27
67
8
29
50
112
39
45
342
112
118
14
7
36
120
83
161
7
121
140
30
36
245
103
71
305
155
363
17
40
307
107
126
51
105
62
92
98
379
181
48
121
7
32
39
27
138
82
218
305
85
32
46
70
114
34
46
94
381
233
35
115
23
22
49
219
10
171
144
244
212
220
82
127
172
221
87
141
98
125
108
12
203
102
48
279
118
69
36
104
53
687
98
79
89
59
51
170
5
247
311
434
28
40
72
79
139
102
17
206
73
471
15
258
162
211
123
161
106
505
163
30
45
86
211
73
70
129
713
67
10
79
46
66
111
37
77
59
121
63
33
22
36
67
224
173
21
130
10
55
24
57
134
235
72
192
120
69
169
243
381
130
9
228
142
63
286
455
158
114
342
184
99
43
40
98
143
3
76
19
107
102
36
61
42
73
90
106
29
60
31
129
91
72
131
140
58
295
20
49
22
119
8
22
63
151
62
87
136
31
49
37
163
135
37
95
262
60
39
122
24
95
20
541
95
11
11
30
72
72
106
76
35
42
65
600
54
172
28
62
239
295
416
48
99
162
17
10
152
31
182
4
134
155
184
330
98
26
50
205
66
53
95
85
125
147
123
32
22
